cement,slag,ash,water,superplasticizer,coarse_agg,fine_agg,age,output
246.83,0.0,-125.08,-143.3,11.99,-1086.8,800.89,100,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,3,1
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,14,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,28,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,56,2
275.07,0.0,-121.35,-159.48,9.9,-1053.6,777.5,100,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,3,1
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,14,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,28,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,56,2
297.16,0.0,-117.54,-174.8,9.52,-1022.8,753.45,100,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,3,1
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,14,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,28,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,56,2
213.74,0.0,-174.74,-154.79,10.16,-1053.5,776.35,100,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,3,1
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,14,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,28,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,56,2
213.5,0.0,-174.24,-154.61,11.66,-1052.3,775.48,100,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,3,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,14,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,28,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,56,2
277.19,97.82,-24.46,-160.7,11.19,-1061.7,782.46,100,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,3,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,14,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,28,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,56,2
218.23,54.64,-123.78,-140.75,11.91,-1075.7,792.67,100,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,3,1
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,14,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,28,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,56,2
214.9,53.8,-121.89,-155.63,9.61,-1014.3,780.58,100,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,3,1
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,14,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,28,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,56,2
218.85,0.0,-124.13,-158.49,11.33,-1078.7,794.91,100,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,3,1
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,14,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,28,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,56,2
376.0,0.0,-0.0,-214.6,0.0,-1003.5,762.36,100,2
500.0,0.0,-0.0,-140.0,4.0,-966.0,853.0,28,2
475.0,0.0,-59.0,-142.0,1.9,-1098.0,641.0,28,2
315.0,137.0,-0.0,-145.0,5.9,-1130.0,745.0,28,2
505.0,0.0,-60.0,-195.0,0.0,-1030.0,630.0,28,2
451.0,0.0,-0.0,-165.0,11.25,-1030.0,745.0,28,2
516.0,0.0,-0.0,-162.0,8.2,-801.0,802.0,28,2
520.0,0.0,-0.0,-170.0,5.2,-855.0,855.0,28,2
528.0,0.0,-0.0,-185.0,6.86,-920.0,720.0,28,2
520.0,0.0,-0.0,-175.0,5.2,-870.0,805.0,28,2
385.0,0.0,-136.0,-158.0,20.0,-903.0,768.0,28,2
500.1,0.0,-0.0,-200.0,3.0,-1124.4,613.2,28,2
450.1,50.0,-0.0,-200.0,3.0,-1124.4,613.2,28,2
397.0,17.2,-158.0,-167.0,20.8,-967.0,633.0,28,2
333.0,17.5,-163.0,-167.0,17.9,-996.0,652.0,28,2
334.0,17.6,-158.0,-189.0,15.3,-967.0,633.0,28,2
405.0,0.0,-0.0,-175.0,0.0,-1120.0,695.0,28,2
200.0,200.0,-0.0,-190.0,0.0,-1145.0,660.0,28,2
516.0,0.0,-0.0,-162.0,8.26,-801.0,802.0,28,2
145.0,116.0,-119.0,-184.0,5.7,-833.0,880.0,28,2
160.0,128.0,-122.0,-182.0,6.4,-824.0,879.0,28,2
234.0,156.0,-0.0,-189.0,5.85,-981.0,760.0,28,2
250.0,180.0,-95.0,-159.0,9.45,-860.0,800.0,28,2
475.0,0.0,-0.0,-162.0,9.5,-1044.0,662.0,28,2
285.0,190.0,-0.0,-163.0,7.6,-1031.0,685.0,28,2
356.0,119.0,-0.0,-160.0,9.03,-1061.0,657.0,28,2
275.0,180.0,-120.0,-162.0,10.35,-830.0,765.0,28,2
500.0,0.0,-0.0,-151.0,9.0,-1033.0,655.0,28,2
165.0,0.02,-143.57,-163.81,0.0,-1005.6,900.9,3,1
165.0,128.5,-132.1,-175.06,8.08,-1005.8,746.6,3,1
178.03,129.8,-118.6,-179.94,3.57,-1007.3,746.8,3,1
167.35,129.9,-128.62,-175.46,7.79,-1006.3,746.6,3,1
172.38,13.61,-172.37,-156.76,4.14,-1006.3,856.4,3,1
173.54,50.05,-173.53,-164.77,6.47,-1006.2,793.5,3,1
167.0,75.4,-167.0,-164.03,7.91,-1007.3,770.1,3,1
173.81,93.37,-159.9,-172.34,9.73,-1007.2,746.6,3,1
190.34,0.0,-125.18,-166.61,9.88,-1079.0,798.9,3,1
250.0,0.0,-95.69,-191.84,5.33,-948.9,857.2,3,1
213.5,0.0,-174.24,-159.21,11.66,-1043.6,771.9,3,1
194.68,0.0,-100.52,-170.17,7.48,-998.0,901.8,3,1
251.37,0.0,-118.27,-192.94,5.75,-1043.6,754.3,3,1
165.0,0.02,-143.57,-163.81,0.0,-1005.6,900.9,14,1
165.0,128.5,-132.1,-175.06,8.08,-1005.8,746.6,14,2
178.03,129.8,-118.6,-179.94,3.57,-1007.3,746.8,14,2
167.35,129.9,-128.62,-175.46,7.79,-1006.3,746.6,14,2
172.38,13.61,-172.37,-156.76,4.14,-1006.3,856.4,14,2
173.54,50.05,-173.53,-164.77,6.47,-1006.2,793.5,14,2
167.0,75.4,-167.0,-164.03,7.91,-1007.3,770.1,14,2
173.81,93.37,-159.9,-172.34,9.73,-1007.2,746.6,14,2
190.34,0.0,-125.18,-166.61,9.88,-1079.0,798.9,14,1
250.0,0.0,-95.69,-191.84,5.33,-948.9,857.2,14,1
213.5,0.0,-174.24,-159.21,11.66,-1043.6,771.9,14,2
194.68,0.0,-100.52,-170.17,7.48,-998.0,901.8,14,1
251.37,0.0,-118.27,-192.94,5.75,-1043.6,754.3,14,1
165.0,0.02,-143.57,-163.81,0.0,-1005.6,900.9,28,2
165.0,128.5,-132.1,-175.06,8.08,-1005.8,746.6,28,2
178.03,129.8,-118.6,-179.94,3.57,-1007.3,746.8,28,2
167.35,129.9,-128.62,-175.46,7.79,-1006.3,746.6,28,2
172.38,13.61,-172.37,-156.76,4.14,-1006.3,856.4,28,2
173.54,50.05,-173.53,-164.77,6.47,-1006.2,793.5,28,2
167.0,75.4,-167.0,-164.03,7.91,-1007.3,770.1,28,2
173.81,93.37,-159.9,-172.34,9.73,-1007.2,746.6,28,2
190.34,0.0,-125.18,-166.61,9.88,-1079.0,798.9,28,1
250.0,0.0,-95.69,-191.84,5.33,-948.9,857.2,28,2
213.5,0.0,-174.24,-159.21,11.66,-1043.6,771.9,28,2
194.68,0.0,-100.52,-170.17,7.48,-998.0,901.8,28,2
251.37,0.0,-118.27,-192.94,5.75,-1043.6,754.3,28,2
165.0,0.02,-143.57,-163.81,0.0,-1005.6,900.9,56,2
165.0,128.5,-132.1,-175.06,8.08,-1005.8,746.6,56,2
178.03,129.8,-118.6,-179.94,3.57,-1007.3,746.8,56,2
167.35,129.9,-128.62,-175.46,7.79,-1006.3,746.6,56,2
172.38,13.61,-172.37,-156.76,4.14,-1006.3,856.4,56,2
173.54,50.05,-173.53,-164.77,6.47,-1006.2,793.5,56,2
167.0,75.4,-167.0,-164.03,7.91,-1007.3,770.1,56,2
173.81,93.37,-159.9,-172.34,9.73,-1007.2,746.6,56,2
190.34,0.0,-125.18,-166.61,9.88,-1079.0,798.9,56,2
250.0,0.0,-95.69,-191.84,5.33,-948.9,857.2,56,2
213.5,0.0,-174.24,-159.21,11.66,-1043.6,771.9,56,2
194.68,0.0,-100.52,-170.17,7.48,-998.0,901.8,56,2
251.37,0.0,-118.27,-192.94,5.75,-1043.6,754.3,56,2
165.0,0.02,-143.57,-163.81,0.0,-1005.6,900.9,100,2
165.0,128.5,-132.1,-175.06,8.08,-1005.8,746.6,100,2
178.03,129.8,-118.6,-179.94,3.57,-1007.3,746.8,100,2
167.35,129.9,-128.62,-175.46,7.79,-1006.3,746.6,100,2
172.38,13.61,-172.37,-156.76,4.14,-1006.3,856.4,100,2
173.54,50.05,-173.53,-164.77,6.47,-1006.2,793.5,100,2
167.0,75.4,-167.0,-164.03,7.91,-1007.3,770.1,100,2
173.81,93.37,-159.9,-172.34,9.73,-1007.2,746.6,100,2
190.34,0.0,-125.18,-166.61,9.88,-1079.0,798.9,100,2
250.0,0.0,-95.69,-191.84,5.33,-948.9,857.2,100,2
213.5,0.0,-174.24,-159.21,11.66,-1043.6,771.9,100,2
194.68,0.0,-100.52,-170.17,7.48,-998.0,901.8,100,2
251.37,0.0,-118.27,-192.94,5.75,-1043.6,754.3,100,2
446.0,24.0,-79.0,-162.0,11.61,-967.0,712.0,28,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,28,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,28,2
446.0,24.0,-79.0,-162.0,10.3,-967.0,712.0,28,2
446.0,24.0,-79.0,-162.0,11.61,-967.0,712.0,3,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,3,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,3,1
446.0,24.0,-79.0,-162.0,11.61,-967.0,712.0,7,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,7,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,7,2
446.0,24.0,-79.0,-162.0,11.61,-967.0,712.0,56,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,56,2
446.0,24.0,-79.0,-162.0,11.64,-967.0,712.0,56,2
446.0,24.0,-79.0,-162.0,10.3,-967.0,712.0,56,2
387.0,20.0,-94.0,-157.0,14.32,-938.0,845.0,28,2
387.0,20.0,-94.0,-157.0,13.93,-938.0,845.0,28,2
387.0,20.0,-94.0,-157.0,11.61,-938.0,845.0,28,2
387.0,20.0,-94.0,-157.0,14.32,-938.0,845.0,3,1
387.0,20.0,-94.0,-157.0,13.93,-938.0,845.0,3,2
387.0,20.0,-94.0,-157.0,11.61,-938.0,845.0,3,2
387.0,20.0,-94.0,-157.0,14.32,-938.0,845.0,7,2
387.0,20.0,-94.0,-157.0,13.93,-938.0,845.0,7,2
387.0,20.0,-94.0,-157.0,11.61,-938.0,845.0,7,2
387.0,20.0,-94.0,-157.0,14.32,-938.0,845.0,56,2
387.0,20.0,-94.0,-157.0,13.93,-938.0,845.0,56,2
387.0,20.0,-94.0,-157.0,11.61,-938.0,845.0,56,2
355.0,19.0,-97.0,-145.0,13.13,-967.0,871.0,28,2
355.0,19.0,-97.0,-145.0,12.25,-967.0,871.0,28,2
491.0,26.0,-123.0,-210.0,3.93,-882.0,699.0,28,2
491.0,26.0,-123.0,-201.0,3.93,-822.0,699.0,28,2
491.0,26.0,-123.0,-210.0,3.93,-882.0,699.0,3,2
491.0,26.0,-123.0,-210.0,3.93,-882.0,699.0,7,2
491.0,26.0,-123.0,-210.0,3.93,-882.0,699.0,56,2
491.0,26.0,-123.0,-201.0,3.93,-822.0,699.0,3,2
491.0,26.0,-123.0,-201.0,3.93,-822.0,699.0,7,2
491.0,26.0,-123.0,-201.0,3.93,-822.0,699.0,56,2
424.0,22.0,-132.0,-178.0,8.48,-822.0,750.0,28,2
424.0,22.0,-132.0,-178.0,8.48,-882.0,750.0,3,2
424.0,22.0,-132.0,-168.0,8.92,-822.0,750.0,28,2
424.0,22.0,-132.0,-178.0,8.48,-822.0,750.0,7,2
424.0,22.0,-132.0,-178.0,8.48,-822.0,750.0,56,2
424.0,22.0,-132.0,-168.0,8.92,-822.0,750.0,3,2
424.0,22.0,-132.0,-168.0,8.92,-822.0,750.0,7,2
424.0,22.0,-132.0,-168.0,8.92,-822.0,750.0,56,2
202.0,11.0,-141.0,-206.0,1.72,-942.0,801.0,28,1
202.0,11.0,-141.0,-206.0,1.72,-942.0,801.0,3,1
202.0,11.0,-141.0,-206.0,1.72,-942.0,801.0,7,1
202.0,11.0,-141.0,-206.0,1.72,-942.0,801.0,56,1
284.0,15.0,-141.0,-179.0,5.46,-842.0,801.0,28,2
284.0,15.0,-141.0,-179.0,5.46,-842.0,801.0,3,1
284.0,15.0,-141.0,-179.0,5.46,-842.0,801.0,7,1
284.0,15.0,-141.0,-179.0,5.46,-842.0,801.0,56,2
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,28,2
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,28,2
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,3,2
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,3,1
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,7,2
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,7,2
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,56,2
359.0,19.0,-141.0,-154.0,10.91,-942.0,801.0,56,2
436.0,0.0,-0.0,-218.0,0.0,-838.4,719.7,28,1
289.0,0.0,-0.0,-192.0,0.0,-913.2,895.3,90,2
289.0,0.0,-0.0,-192.0,0.0,-913.2,895.3,3,1
393.0,0.0,-0.0,-192.0,0.0,-940.6,785.6,3,1
393.0,0.0,-0.0,-192.0,0.0,-940.6,785.6,90,2
393.0,0.0,-0.0,-192.0,0.0,-940.6,785.6,28,2
480.0,0.0,-0.0,-192.0,0.0,-936.2,712.2,28,2
480.0,0.0,-0.0,-192.0,0.0,-936.2,712.2,7,2
480.0,0.0,-0.0,-192.0,0.0,-936.2,712.2,90,2
480.0,0.0,-0.0,-192.0,0.0,-936.2,712.2,3,1
333.0,0.0,-0.0,-192.0,0.0,-931.2,842.6,3,1
255.0,0.0,-0.0,-192.0,0.0,-889.8,945.0,90,1
255.0,0.0,-0.0,-192.0,0.0,-889.8,945.0,7,1
289.0,0.0,-0.0,-192.0,0.0,-913.2,895.3,7,1
255.0,0.0,-0.0,-192.0,0.0,-889.8,945.0,28,1
333.0,0.0,-0.0,-192.0,0.0,-931.2,842.6,28,2
333.0,0.0,-0.0,-192.0,0.0,-931.2,842.6,7,1
289.0,0.0,-0.0,-192.0,0.0,-913.2,895.3,28,2
333.0,0.0,-0.0,-192.0,0.0,-931.2,842.6,90,2
393.0,0.0,-0.0,-192.0,0.0,-940.6,785.6,7,2
255.0,0.0,-0.0,-192.0,0.0,-889.8,945.0,3,1
158.8,238.2,-0.0,-185.7,0.0,-1040.6,734.3,7,1
239.6,359.4,-0.0,-185.7,0.0,-941.6,664.3,7,2
238.2,158.8,-0.0,-185.7,0.0,-1040.6,734.3,7,1
181.9,272.8,-0.0,-185.7,0.0,-1012.4,714.3,28,2
193.5,290.2,-0.0,-185.7,0.0,-998.2,704.3,28,2
255.5,170.3,-0.0,-185.7,0.0,-1026.6,724.3,7,1
272.8,181.9,-0.0,-185.7,0.0,-1012.4,714.3,7,1
239.6,359.4,-0.0,-185.7,0.0,-941.6,664.3,28,2
220.8,147.2,-0.0,-185.7,0.0,-1055.0,744.3,28,2
397.0,0.0,-0.0,-185.7,0.0,-1040.6,734.3,28,2
382.5,0.0,-0.0,-185.7,0.0,-1047.8,739.3,7,1
210.7,316.1,-0.0,-185.7,0.0,-977.0,689.3,7,1
158.8,238.2,-0.0,-185.7,0.0,-1040.6,734.3,28,1
295.8,0.0,-0.0,-185.7,0.0,-1091.4,769.3,7,1
255.5,170.3,-0.0,-185.7,0.0,-1026.6,724.3,28,2
203.5,135.7,-0.0,-185.7,0.0,-1076.2,759.3,7,1
397.0,0.0,-0.0,-185.7,0.0,-1040.6,734.3,7,2
381.4,0.0,-0.0,-185.7,0.0,-1104.6,784.3,28,1
295.8,0.0,-0.0,-185.7,0.0,-1091.4,769.3,28,2
228.0,342.1,-0.0,-185.7,0.0,-955.8,674.3,28,2
220.8,147.2,-0.0,-185.7,0.0,-1055.0,744.3,7,1
316.1,210.7,-0.0,-185.7,0.0,-977.0,689.3,28,2
135.7,203.5,-0.0,-185.7,0.0,-1076.2,759.3,7,1
238.1,0.0,-0.0,-185.7,0.0,-1118.8,789.3,28,1
339.2,0.0,-0.0,-185.7,0.0,-1069.2,754.3,7,1
135.7,203.5,-0.0,-185.7,0.0,-1076.2,759.3,28,1
193.5,290.2,-0.0,-185.7,0.0,-998.2,704.3,7,1
203.5,135.7,-0.0,-185.7,0.0,-1076.2,759.3,28,1
290.2,193.5,-0.0,-185.7,0.0,-998.2,704.3,7,1
181.9,272.8,-0.0,-185.7,0.0,-1012.4,714.3,7,1
170.3,155.5,-0.0,-185.7,0.0,-1026.6,724.3,28,2
210.7,316.1,-0.0,-185.7,0.0,-977.0,689.3,28,2
228.0,342.1,-0.0,-185.7,0.0,-955.8,674.3,7,1
290.2,193.5,-0.0,-185.7,0.0,-998.2,704.3,28,2
381.4,0.0,-0.0,-185.7,0.0,-1104.6,784.3,7,1
238.2,158.8,-0.0,-185.7,0.0,-1040.6,734.3,28,2
186.2,124.1,-0.0,-185.7,0.0,-1083.4,764.3,7,1
339.2,0.0,-0.0,-185.7,0.0,-1069.2,754.3,28,2
238.1,0.0,-0.0,-185.7,0.0,-1118.8,789.3,7,1
252.5,0.0,-0.0,-185.7,0.0,-1111.6,784.3,28,1
382.5,0.0,-0.0,-185.7,0.0,-1047.8,739.3,28,2
252.5,0.0,-0.0,-185.7,0.0,-1111.6,784.3,7,1
316.1,210.7,-0.0,-185.7,0.0,-977.0,689.3,7,1
186.2,124.1,-0.0,-185.7,0.0,-1083.4,764.3,28,1
170.3,155.5,-0.0,-185.7,0.0,-1026.6,724.3,7,1
272.8,181.9,-0.0,-185.7,0.0,-1012.4,714.3,28,2
339.0,0.0,-0.0,-197.0,0.0,-968.0,781.0,3,1
339.0,0.0,-0.0,-197.0,0.0,-968.0,781.0,7,1
339.0,0.0,-0.0,-197.0,0.0,-968.0,781.0,14,2
339.0,0.0,-0.0,-197.0,0.0,-968.0,781.0,28,2
339.0,0.0,-0.0,-197.0,0.0,-968.0,781.0,90,2
339.0,0.0,-0.0,-197.0,0.0,-968.0,781.0,180,2
339.0,0.0,-0.0,-197.0,0.0,-968.0,781.0,365,2
236.0,0.0,-0.0,-194.0,0.0,-968.0,885.0,3,1
236.0,0.0,-0.0,-194.0,0.0,-968.0,885.0,14,1
236.0,0.0,-0.0,-194.0,0.0,-968.0,885.0,28,1
236.0,0.0,-0.0,-194.0,0.0,-968.0,885.0,90,1
236.0,0.0,-0.0,-193.0,0.0,-968.0,885.0,180,1
236.0,0.0,-0.0,-193.0,0.0,-968.0,885.0,365,2
277.0,0.0,-0.0,-191.0,0.0,-968.0,856.0,14,1
277.0,0.0,-0.0,-191.0,0.0,-968.0,856.0,28,2
277.0,0.0,-0.0,-191.0,0.0,-968.0,856.0,3,1
277.0,0.0,-0.0,-191.0,0.0,-968.0,856.0,90,2
277.0,0.0,-0.0,-191.0,0.0,-968.0,856.0,180,2
277.0,0.0,-0.0,-191.0,0.0,-968.0,856.0,360,2
254.0,0.0,-0.0,-198.0,0.0,-968.0,863.0,3,1
254.0,0.0,-0.0,-198.0,0.0,-968.0,863.0,90,2
254.0,0.0,-0.0,-198.0,0.0,-968.0,863.0,180,2
254.0,0.0,-0.0,-198.0,0.0,-968.0,863.0,365,2
307.0,0.0,-0.0,-193.0,0.0,-968.0,812.0,180,2
307.0,0.0,-0.0,-193.0,0.0,-968.0,812.0,365,2
307.0,0.0,-0.0,-193.0,0.0,-968.0,812.0,3,1
307.0,0.0,-0.0,-193.0,0.0,-968.0,812.0,28,2
307.0,0.0,-0.0,-193.0,0.0,-968.0,812.0,90,2
236.0,0.0,-0.0,-193.0,0.0,-968.0,885.0,7,1
200.0,0.0,-0.0,-180.0,0.0,-1125.0,845.0,7,1
200.0,0.0,-0.0,-180.0,0.0,-1125.0,845.0,28,1
225.0,0.0,-0.0,-181.0,0.0,-1113.0,833.0,7,1
225.0,0.0,-0.0,-181.0,0.0,-1113.0,833.0,28,1
325.0,0.0,-0.0,-184.0,0.0,-1063.0,783.0,7,1
325.0,0.0,-0.0,-184.0,0.0,-1063.0,783.0,28,2
275.0,0.0,-0.0,-183.0,0.0,-1088.0,808.0,7,1
275.0,0.0,-0.0,-183.0,0.0,-1088.0,808.0,28,1
300.0,0.0,-0.0,-184.0,0.0,-1075.0,795.0,7,1
300.0,0.0,-0.0,-184.0,0.0,-1075.0,795.0,28,2
375.0,0.0,-0.0,-186.0,0.0,-1038.0,758.0,7,2
375.0,0.0,-0.0,-186.0,0.0,-1038.0,758.0,28,2
400.0,0.0,-0.0,-187.0,0.0,-1025.0,745.0,28,2
400.0,0.0,-0.0,-187.0,0.0,-1025.0,745.0,7,2
250.0,0.0,-0.0,-182.0,0.0,-1100.0,820.0,7,1
250.0,0.0,-0.0,-182.0,0.0,-1100.0,820.0,28,1
350.0,0.0,-0.0,-186.0,0.0,-1050.0,770.0,7,1
350.0,0.0,-0.0,-186.0,0.0,-1050.0,770.0,28,2
203.5,305.3,-0.0,-203.5,0.0,-963.4,630.0,7,1
250.2,166.8,-0.0,-203.5,0.0,-977.6,694.1,90,2
157.0,236.0,-0.0,-192.0,0.0,-935.4,781.2,90,2
141.3,212.0,-0.0,-203.5,0.0,-971.8,748.5,28,2
166.8,250.2,-0.0,-203.5,0.0,-975.6,692.6,3,1
122.6,183.9,-0.0,-203.5,0.0,-958.2,800.1,90,2
183.9,122.6,-0.0,-203.5,0.0,-959.2,800.0,3,1
102.0,153.0,-0.0,-192.0,0.0,-887.0,942.0,3,1
102.0,153.0,-0.0,-192.0,0.0,-887.0,942.0,90,2
122.6,183.9,-0.0,-203.5,0.0,-958.2,800.1,28,1
166.8,250.2,-0.0,-203.5,0.0,-975.6,692.6,28,2
200.0,133.0,-0.0,-192.0,0.0,-965.4,806.2,3,1
108.3,162.4,-0.0,-203.5,0.0,-938.2,849.0,28,1
305.3,203.5,-0.0,-203.5,0.0,-965.4,631.0,7,2
108.3,162.4,-0.0,-203.5,0.0,-938.2,849.0,90,2
116.0,173.0,-0.0,-192.0,0.0,-909.8,891.9,90,2
141.3,212.0,-0.0,-203.5,0.0,-971.8,748.5,7,1
157.0,236.0,-0.0,-192.0,0.0,-935.4,781.2,28,2
133.0,200.0,-0.0,-192.0,0.0,-927.4,839.2,28,2
250.2,166.8,-0.0,-203.5,0.0,-977.6,694.1,7,1
173.0,116.0,-0.0,-192.0,0.0,-946.8,856.8,7,1
192.0,288.0,-0.0,-192.0,0.0,-929.8,716.1,3,1
192.0,288.0,-0.0,-192.0,0.0,-929.8,716.1,28,2
153.0,102.0,-0.0,-192.0,0.0,-888.0,943.1,3,1
288.0,192.0,-0.0,-192.0,0.0,-932.0,717.8,3,1
305.3,203.5,-0.0,-203.5,0.0,-965.4,631.0,28,2
236.0,157.0,-0.0,-192.0,0.0,-972.6,749.1,7,1
173.0,116.0,-0.0,-192.0,0.0,-946.8,856.8,3,1
212.0,141.3,-0.0,-203.5,0.0,-973.4,750.0,7,1
236.0,157.0,-0.0,-192.0,0.0,-972.6,749.1,3,1
183.9,122.6,-0.0,-203.5,0.0,-959.2,800.0,90,2
